repository	stratum	term	count
lte-workstation	c	followed	3
lte-workstation	c	following	4
lte-workstation	c	foo	5
lte-workstation	c	fopen	9
lte-workstation	c	for	212
lte-workstation	c	force	1
lte-workstation	c	forever	1
lte-workstation	c	forge	1
lte-workstation	c	fork	1
lte-workstation	c	form	2
lte-workstation	c	format	10
lte-workstation	c	forms	1
lte-workstation	c	forwardable	2
lte-workstation	c	fp	18
lte-workstation	c	fprintf	41
lte-workstation	c	fputc	4
lte-workstation	c	frame	3
lte-workstation	c	fread	11
lte-workstation	c	free	14
lte-workstation	c	free_program	4
lte-workstation	c	freeaddrinfo	4
lte-workstation	c	friend	1
lte-workstation	c	from	38
lte-workstation	c	fseek	4
lte-workstation	c	fsize	2
lte-workstation	c	ftell	3
lte-workstation	c	func	4
lte-workstation	c	func_args	2
lte-workstation	c	func_type	3
lte-workstation	c	funcname	16
lte-workstation	c	function	38
lte-workstation	c	future	1
lte-workstation	c	fwrite	6
lte-workstation	c	g	11
lte-workstation	c	g_at	5
lte-workstation	c	g_h	9
lte-workstation	c	g_sep	4
lte-workstation	c	gai_strerror	3
lte-workstation	c	garbage	1
lte-workstation	c	gate	40
lte-workstation	c	gated	1
lte-workstation	c	gates	1
lte-workstation	c	gb	1
lte-workstation	c	gen	63
lte-workstation	c	gen_addr	7
lte-workstation	c	gen_binary	4
lte-workstation	c	gen_lval	11
lte-workstation	c	gene_count	2
lte-workstation	c	generate	1
lte-workstation	c	generation	3
lte-workstation	c	generations	2
lte-workstation	c	genes	15
lte-workstation	c	genetic	1
lte-workstation	c	genetic_random	5
lte-workstation	c	genetic_superoptimize	2
lte-workstation	c	genuine	1
lte-workstation	c	get	33
lte-workstation	c	get_entry	2
lte-workstation	c	get_escape_char	3
lte-workstation	c	getaddrinfo	3
lte-workstation	c	getchar	1
lte-workstation	c	getcwd	3
lte-workstation	c	getenv	6
lte-workstation	c	getsockopt	1
lte-workstation	c	github	1
lte-workstation	c	give	1
lte-workstation	c	given	8
lte-workstation	c	gives	3
lte-workstation	c	global	18
lte-workstation	c	global_var	3
lte-workstation	c	globals	9
lte-workstation	c	glue	1
lte-workstation	c	gnu	1
lte-workstation	c	go	3
lte-workstation	c	goes	3
lte-workstation	c	gone	2
lte-workstation	c	got	1
lte-workstation	c	gotcha	1
lte-workstation	c	goto	12
lte-workstation	c	granted	20
lte-workstation	c	green	3
lte-workstation	c	gth	8
lte-workstation	c	gth2	2
lte-workstation	c	guard	3
lte-workstation	c	guess	1
lte-workstation	c	guessing	2
lte-workstation	c	gvar	6
lte-workstation	c	gvar_init_string	2
lte-workstation	c	gvar_initializer	4
lte-workstation	c	gvar_initializer2	4
lte-workstation	c	h	124
lte-workstation	c	had	2
lte-workstation	c	half	5
lte-workstation	c	halt	7
lte-workstation	c	halts	1
lte-workstation	c	halves	4
lte-workstation	c	hand	1
lte-workstation	c	handle	10
lte-workstation	c	handler	1
lte-workstation	c	handles	2
lte-workstation	c	hands	1
lte-workstation	c	handshake	4
lte-workstation	c	handshakes	1
lte-workstation	c	hang	3
lte-workstation	c	happens	2
lte-workstation	c	harmless	1
lte-workstation	c	harness	4
lte-workstation	c	has	25
lte-workstation	c	has_args	7
lte-workstation	c	has_varargs	4
lte-workstation	c	hasdata	5
lte-workstation	c	hash	4
lte-workstation	c	have	14
lte-workstation	c	having	1
lte-workstation	c	hay	2
lte-workstation	c	hb	2
lte-workstation	c	head	30
lte-workstation	c	heap	1
lte-workstation	c	height	2
lte-workstation	c	help	1
lte-workstation	c	here	16
lte-workstation	c	hereby	20
lte-workstation	c	hexad	4
lte-workstation	c	hexadecimal	4
lte-workstation	c	hh	5
lte-workstation	c	hi	3
lte-workstation	c	hidden	2
lte-workstation	c	hide	1
lte-workstation	c	high	2
lte-workstation	c	hints	11
lte-workstation	c	hit	4
lte-workstation	c	hl	3
lte-workstation	c	hn	3
lte-workstation	c	hold	4
lte-workstation	c	holding	1
lte-workstation	c	holds	1
lte-workstation	c	hole	1
lte-workstation	c	homoiconicity	1
lte-workstation	c	honest	3
lte-workstation	c	honestly	1
lte-workstation	c	honesty	1
lte-workstation	c	hook	6
lte-workstation	c	hop	5
lte-workstation	c	host	42
lte-workstation	c	hosts	1
lte-workstation	c	hot	2
lte-workstation	c	hour	1
lte-workstation	c	how	2
lte-workstation	c	html	1
lte-workstation	c	https	2
lte-workstation	c	hung	1
lte-workstation	c	hyst	1
lte-workstation	c	hysteresis	2
lte-workstation	c	i	434
lte-workstation	c	id	11
lte-workstation	c	ident	10
lte-workstation	c	identical	6
lte-workstation	c	identically	1
lte-workstation	c	identifier	3
lte-workstation	c	identifiers	1
lte-workstation	c	identify	4
lte-workstation	c	idle	2
lte-workstation	c	idx	2
lte-workstation	c	if	835
lte-workstation	c	ifdef	4
lte-workstation	c	iff	2
lte-workstation	c	ifndef	4
lte-workstation	c	ihl	6
lte-workstation	c	illegal	1
lte-workstation	c	image	3
lte-workstation	c	implementation	1
lte-workstation	c	implements	2
lte-workstation	c	implicit	2
lte-workstation	c	in	66
lte-workstation	c	in6addr_any	2
lte-workstation	c	in_addr	1
lte-workstation	c	inaddr_any	1
lte-workstation	c	inbound	12
lte-workstation	c	inc	36
lte-workstation	c	inc2	14
lte-workstation	c	inc2k	1
lte-workstation	c	inc2r	1
lte-workstation	c	include	99
lte-workstation	c	including	1
lte-workstation	c	incomplete	13
lte-workstation	c	incorrect	2
lte-workstation	c	incr	1
lte-workstation	c	indent	5
lte-workstation	c	indentation	1
lte-workstation	c	indicate	1
lte-workstation	c	indices	1
lte-workstation	c	indistinguishable	3
lte-workstation	c	inet	1
lte-workstation	c	infer	1
lte-workstation	c	ing	1
lte-workstation	c	inherited	1
lte-workstation	c	init	57
lte-workstation	c	init_node	2
lte-workstation	c	initialization	3
lte-workstation	c	initialize	1
lte-workstation	c	initialized	5
lte-workstation	c	initializer	52
lte-workstation	c	initializer2	6
lte-workstation	c	initializers	1
lte-workstation	c	initiates	1
lte-workstation	c	input	11
lte-workstation	c	ins	26
lte-workstation	c	insert	1
lte-workstation	c	inside	3
lte-workstation	c	install	1
lte-workstation	c	installed	1
lte-workstation	c	instance	22
lte-workstation	c	instances	2
lte-workstation	c	instead	2
lte-workstation	c	instruction	46
lte-workstation	c	instruction_count	5
lte-workstation	c	instructions	2
lte-workstation	c	int	561
lte-workstation	c	int_max	2
lte-workstation	c	int_type	13
lte-workstation	c	integer	6
lte-workstation	c	integers	1
lte-workstation	c	interface	7
lte-workstation	c	interop	3
lte-workstation	c	interrupt	1
lte-workstation	c	intervening	1
lte-workstation	c	into	13
lte-workstation	c	ints	2
lte-workstation	c	inv	2
lte-workstation	c	invalid	18
lte-workstation	c	invariant	2
lte-workstation	c	invent	1
lte-workstation	c	inventing	1
lte-workstation	c	involved	1
lte-workstation	c	io	3
lte-workstation	c	iptables	1
lte-workstation	c	ipv4	3
lte-workstation	c	is	316
lte-workstation	c	is_alnum	6
lte-workstation	c	is_alpha	3
lte-workstation	c	is_digit	3
lte-workstation	c	is_dir_path	2
lte-workstation	c	is_function	2
lte-workstation	c	is_incomplete	25
lte-workstation	c	is_integer	10
lte-workstation	c	is_lan_src	2
lte-workstation	c	is_local	6
lte-workstation	c	is_static	6
lte-workstation	c	is_string_literal	3
lte-workstation	c	is_typename	9
lte-workstation	c	is_unsigned	10
lte-workstation	c	is_ws	4
lte-workstation	c	isalnum	2
lte-workstation	c	isalpha	2
lte-workstation	c	isblank	2
lte-workstation	c	iscntrl	2
lte-workstation	c	isdigit	4
lte-workstation	c	isfunc	3
lte-workstation	c	isgraph	2
lte-workstation	c	ishex	5
lte-workstation	c	isinvalid	3
lte-workstation	c	islit	5
lte-workstation	c	islit2	14
lte-workstation	c	islower	2
lte-workstation	c	iso8601z	1
lte-workstation	c	isopc	3
lte-workstation	c	isprint	2
lte-workstation	c	ispunct	3
lte-workstation	c	isspace	3
lte-workstation	c	issue	1
lte-workstation	c	issued	2
lte-workstation	c	issues	1
lte-workstation	c	isupper	2
lte-workstation	c	isxdigit	2
lte-workstation	c	it	83
lte-workstation	c	item	12
lte-workstation	c	items	2
lte-workstation	c	iters	8
lte-workstation	c	its	11
lte-workstation	c	itself	2
lte-workstation	c	j	46
lte-workstation	c	jan	1
lte-workstation	c	jci	25
lte-workstation	c	jcn	5
lte-workstation	c	jmi	29
lte-workstation	c	jmp	13
lte-workstation	c	jmp2r	9
lte-workstation	c	join	5
lte-workstation	c	joined	2
lte-workstation	c	jsi	21
lte-workstation	c	jsr	5
lte-workstation	c	jump	2
lte-workstation	c	jun	1
lte-workstation	c	just	3
lte-workstation	c	k	32
lte-workstation	c	k256	2
lte-workstation	c	kb	2
lte-workstation	c	keeping	1
lte-workstation	c	keeps	2
lte-workstation	c	kernel	3
lte-workstation	c	keys	1
lte-workstation	c	keyword	1
lte-workstation	c	keywords	2
lte-workstation	c	kind	77
lte-workstation	c	kl	8
lte-workstation	c	know	4
lte-workstation	c	known	5
lte-workstation	c	known_host	2
lte-workstation	c	kw	9
lte-workstation	c	l	35
lte-workstation	c	l2r	2
lte-workstation	c	label	56
lte-workstation	c	label_name	5
lte-workstation	c	labeled	2
lte-workstation	c	labels	14
lte-workstation	c	labels_len	7
lte-workstation	c	labelseq	12
lte-workstation	c	ladder	1
lte-workstation	c	lambda	6
lte-workstation	c	lambda_len	3
lte-workstation	c	lambda_ptr	3
lte-workstation	c	lambda_stack	3
lte-workstation	c	lan	5
lte-workstation	c	landed	1
lte-workstation	c	lane	45
lte-workstation	c	lanes	6
lte-workstation	c	large	3
lte-workstation	c	last	24
lte-workstation	c	later	2
lte-workstation	c	latter	1
lte-workstation	c	layer	5
lte-workstation	c	lazy	1
lte-workstation	c	lb	7
lte-workstation	c	ld	3
lte-workstation	c	lda	14
lte-workstation	c	lda2	6
lte-workstation	c	lda2k	1
lte-workstation	c	lda2r	1
lte-workstation	c	ldak	1
lte-workstation	c	ldakr	1
lte-workstation	c	ldr	5
lte-workstation	c	ldz	5
lte-workstation	c	learn	1
lte-workstation	c	learns	1
lte-workstation	c	lease	14
lte-workstation	c	leave	5
lte-workstation	c	leave_scope	6
lte-workstation	c	leaves	4
lte-workstation	c	ledger	3
lte-workstation	c	left	2
lte-workstation	c	legal	4
lte-workstation	c	len	169
lte-workstation	c	length	51
lte-workstation	c	less	2
lte-workstation	c	let	2
lte-workstation	c	letter	3
lte-workstation	c	level	2
lte-workstation	c	lhs	103
lte-workstation	c	li2	2
lte-workstation	c	libiberty	3
lte-workstation	c	libnetfilter_queue	2
lte-workstation	c	lifecycle	1
lte-workstation	c	lifted	1
lte-workstation	c	like	3
lte-workstation	c	likewise	1
lte-workstation	c	limit	24
lte-workstation	c	limits	2
lte-workstation	c	line	35
lte-workstation	c	line_num	3
lte-workstation	c	lines	9
lte-workstation	c	link	2
lte-workstation	c	linker	1
lte-workstation	c	links	1
lte-workstation	c	linux	1
lte-workstation	c	linvega	20
lte-workstation	c	lir	2
lte-workstation	c	lisp	6
lte-workstation	c	list	13
lte-workstation	c	listen	4
lte-workstation	c	listener	20
lte-workstation	c	listeners	1
lte-workstation	c	listening	2
lte-workstation	c	lit	45
lte-workstation	c	lit2	63
lte-workstation	c	lit2r	13
lte-workstation	c	literal	65
lte-workstation	c	literals	5
lte-workstation	c	litr	1
lte-workstation	c	live	1
lte-workstation	c	ll	4
lte-workstation	c	lo	3
lte-workstation	c	load	13
lte-workstation	c	load_arg	2
lte-workstation	c	load_rom	2
lte-workstation	c	loading	1
lte-workstation	c	loc	8
lte-workstation	c	local	7
lte-workstation	c	locals	8
lte-workstation	c	localtime	1
lte-workstation	c	location	2
lte-workstation	c	log2	3
lte-workstation	c	logand	7
lte-workstation	c	logical	1
lte-workstation	c	logor	5
lte-workstation	c	long	63
lte-workstation	c	long_type	6
lte-workstation	c	longer	4
lte-workstation	c	look	1
lte-workstation	c	looking	2
lte-workstation	c	looks	3
lte-workstation	c	loop	8
lte-workstation	c	loops	1
lte-workstation	c	lost	1
lte-workstation	c	loud	2
lte-workstation	c	loudly	3
lte-workstation	c	low	2
lte-workstation	c	lowers	1
lte-workstation	c	lrealpath	1
lte-workstation	c	lte	2
lte-workstation	c	lth	7
lte-workstation	c	lth2	4
lte-workstation	c	lu	22
lte-workstation	c	lvalue	2
lte-workstation	c	lvar	5
lte-workstation	c	lvar_init_zero	5
lte-workstation	c	lvar_initializer	3
lte-workstation	c	lvar_initializer2	4
lte-workstation	c	lynn	1
lte-workstation	c	m	35
lte-workstation	c	macro	4
lte-workstation	c	macro_len	5
lte-workstation	c	macros	5
lte-workstation	c	made	3
lte-workstation	c	magic	1
lte-workstation	c	magnitude	5
lte-workstation	c	main	22
lte-workstation	c	main_	2
lte-workstation	c	maj	2
lte-workstation	c	make	2
lte-workstation	c	makelabel	4
lte-workstation	c	makelambda	3
lte-workstation	c	makemacro	2
lte-workstation	c	makeref	10
lte-workstation	c	makes	4
lte-workstation	c	making	1
lte-workstation	c	malloc	4
lte-workstation	c	manifest	1
lte-workstation	c	map	3
lte-workstation	c	mapped	1
lte-workstation	c	markers	1
lte-workstation	c	marshaling	2
lte-workstation	c	mask	1
lte-workstation	c	match	4
lte-workstation	c	matched	1
lte-workstation	c	matches	3
lte-workstation	c	matters	1
lte-workstation	c	max	4
lte-workstation	c	max_len	3
lte-workstation	c	maxkeys	4
lte-workstation	c	may	6
lte-workstation	c	md	1
lte-workstation	c	mean	3
lte-workstation	c	meaningless	1
lte-workstation	c	means	4
lte-workstation	c	meant	1
lte-workstation	c	measure	1
lte-workstation	c	measured	2
lte-workstation	c	mechanism	2
lte-workstation	c	mem	53
lte-workstation	c	mem_eq	6
lte-workstation	c	mem_ge	2
lte-workstation	c	member	32
lte-workstation	c	members	9
lte-workstation	c	memcmp	1
lte-workstation	c	memcpy	21
lte-workstation	c	memory	6
lte-workstation	c	memset	4
lte-workstation	c	merges	2
lte-workstation	c	mesh	17
lte-workstation	c	message	5
lte-workstation	c	micro	1
lte-workstation	c	microcode	2
lte-workstation	c	minus	2
lte-workstation	c	minutes	1
lte-workstation	c	mis	1
lte-workstation	c	mismatch	1
lte-workstation	c	misread	1
lte-workstation	c	missing	7
lte-workstation	c	mit	2
lte-workstation	c	mkdir	4
lte-workstation	c	mm	2
lte-workstation	c	mod	1
lte-workstation	c	mode	4
lte-workstation	c	model	2
lte-workstation	c	modes	1
lte-workstation	c	modify	20
lte-workstation	c	modulo	1
lte-workstation	c	moment	1
lte-workstation	c	monotonic	2
lte-workstation	c	more	1
lte-workstation	c	more_args	3
lte-workstation	c	most	1
lte-workstation	c	mouse	1
lte-workstation	c	mouse_scrollx	1
lte-workstation	c	mouse_scrolly	1
lte-workstation	c	mouse_state	1
lte-workstation	c	mouse_x	1
lte-workstation	c	mouse_y	1
lte-workstation	c	move	1
lte-workstation	c	moved	1
lte-workstation	c	msg	9
lte-workstation	c	msg_dontwait	1
lte-workstation	c	msg_peek	1
lte-workstation	c	msg_trunc	5
lte-workstation	c	mul	19
lte-workstation	c	mul2	10
lte-workstation	c	muldiv	2
lte-workstation	c	multi	2
lte-workstation	c	multiple	2
lte-workstation	c	must	13
lte-workstation	c	mutant	1
lte-workstation	c	mutations	1
lte-workstation	c	n	296
lte-workstation	c	na	32
lte-workstation	c	name	143
lte-workstation	c	named	10
lte-workstation	c	names	4
lte-workstation	c	naming	1
lte-workstation	c	nat	1
lte-workstation	c	naturals	2
lte-workstation	c	nbytes	2
lte-workstation	c	nd_add	6
lte-workstation	c	nd_add_eq	5
lte-workstation	c	nd_addr	5
lte-workstation	c	nd_assign	6
lte-workstation	c	nd_bitand	6
lte-workstation	c	nd_bitand_eq	5
lte-workstation	c	nd_bitnot	5
lte-workstation	c	nd_bitor	6
lte-workstation	c	nd_bitor_eq	5
lte-workstation	c	nd_bitxor	6
lte-workstation	c	nd_bitxor_eq	5
lte-workstation	c	nd_block	4
lte-workstation	c	nd_break	3
lte-workstation	c	nd_case	4
lte-workstation	c	nd_cast	3
lte-workstation	c	nd_comma	6
lte-workstation	c	nd_continue	3
lte-workstation	c	nd_deref	8
lte-workstation	c	nd_div	5
lte-workstation	c	nd_div_eq	5
lte-workstation	c	nd_do	3
lte-workstation	c	nd_eq	6
lte-workstation	c	nd_expr_stmt	6
lte-workstation	c	nd_for	3
lte-workstation	c	nd_funcall	3
lte-workstation	c	nd_goto	3
lte-workstation	c	nd_if	3
lte-workstation	c	nd_label	3
lte-workstation	c	nd_le	6
lte-workstation	c	nd_logand	5
lte-workstation	c	nd_logor	5
lte-workstation	c	nd_lt	6
lte-workstation	c	nd_member	6
lte-workstation	c	nd_mod	5
lte-workstation	c	nd_mod_eq	4
lte-workstation	c	nd_mul	6
lte-workstation	c	nd_mul_eq	5
lte-workstation	c	nd_ne	6
lte-workstation	c	nd_not	5
lte-workstation	c	nd_null	4
lte-workstation	c	nd_num	5
lte-workstation	c	nd_post_dec	4
lte-workstation	c	nd_post_inc	4
lte-workstation	c	nd_pre_dec	4
lte-workstation	c	nd_pre_inc	4
lte-workstation	c	nd_ptr_add	6
lte-workstation	c	nd_ptr_add_eq	5
lte-workstation	c	nd_ptr_diff	5
lte-workstation	c	nd_ptr_sub	5
lte-workstation	c	nd_ptr_sub_eq	5
lte-workstation	c	nd_return	4
lte-workstation	c	nd_shl	5
lte-workstation	c	nd_shl_eq	5
lte-workstation	c	nd_shr	5
lte-workstation	c	nd_shr_eq	5
lte-workstation	c	nd_stmt_expr	4
lte-workstation	c	nd_sub	6
lte-workstation	c	nd_sub_eq	5
lte-workstation	c	nd_switch	3
lte-workstation	c	nd_ternary	5
lte-workstation	c	nd_var	7
lte-workstation	c	nd_while	3
lte-workstation	c	need	5
lte-workstation	c	need_argc_argv	3
lte-workstation	c	need_ashr_helper	3
lte-workstation	c	need_device_hook	5
lte-workstation	c	need_sdiv_helper	5
lte-workstation	c	need_sext_helper	4
lte-workstation	c	needed	1
lte-workstation	c	needle	2
lte-workstation	c	needs	8
lte-workstation	c	negative	3
lte-workstation	c	neither	2
lte-workstation	c	neq	8
lte-workstation	c	neq2	16
lte-workstation	c	nested	1
lte-workstation	c	nesting	2
lte-workstation	c	net	16
lte-workstation	c	net_accept_into	3
lte-workstation	c	net_action_disconnect	2
lte-workstation	c	net_action_identify	2
lte-workstation	c	net_action_unbind	2
lte-workstation	c	net_addr	3
lte-workstation	c	net_any_addr	2
lte-workstation	c	net_bind	2
lte-workstation	c	net_bindaddr	3
lte-workstation	c	net_buffer_length	4
lte-workstation	c	net_chan	8
lte-workstation	c	net_chan_state	2
lte-workstation	c	net_channel	4
lte-workstation	c	net_clamp	3
lte-workstation	c	net_connect	2
lte-workstation	c	net_connect_timed	2
lte-workstation	c	net_deadlines	4
lte-workstation	c	net_dei	4
lte-workstation	c	net_deo	4
lte-workstation	c	net_dgram_read	2
lte-workstation	c	net_dgram_state	2
lte-workstation	c	net_drop	9
lte-workstation	c	net_fail	29
lte-workstation	c	net_fd	22
lte-workstation	c	net_handle	6
lte-workstation	c	net_ident	2
lte-workstation	c	net_lane_dgram	11
lte-workstation	c	net_length	5
lte-workstation	c	net_listen_fd	11
lte-workstation	c	net_live_state	3
lte-workstation	c	net_max_channels	11
lte-workstation	c	net_out_handle	2
lte-workstation	c	net_peer	3
lte-workstation	c	net_peer_len	6
lte-workstation	c	net_read	5
lte-workstation	c	net_refused	8
lte-workstation	c	net_resolve	5
lte-workstation	c	net_say	4
lte-workstation	c	net_state	18
lte-workstation	c	net_state_binding	1
lte-workstation	c	net_state_bound	6
lte-workstation	c	net_state_connected	5
lte-workstation	c	net_state_connecting	2
lte-workstation	c	net_state_disconnected	5
lte-workstation	c	net_state_hasdata	4
lte-workstation	c	net_state_unbound	6
lte-workstation	c	net_success_length	9
lte-workstation	c	net_timeout_secs	5
lte-workstation	c	net_unbind	4
lte-workstation	c	net_uri_from_ram	3
lte-workstation	c	net_vector	1
